"FinancialYear","HBR","HBRQF","AgeGroup","Sex","Dataset","DatasetQF","DischargeCount","DischargeCountQF","DischargeRates","DischargeRatesQF","PatientsCount","PatientCountQF","PatientsRates","PatientRatesQF"
"2014/15","S08000026"," ","40-64 years","Female","Total","d","20"," ","497.39"," ","10"," ","248.69"," "
"2014/15","S08000026"," ","65plus years","Male","Total","d","0"," ","0"," ","0"," ","0"," "
"2014/15","S08000026"," ","65plus years","Female","Total","d","10"," ","449.84"," ","10"," ","449.84"," "
"2014/15","S08000028"," ","0-17 years","Male","Total","d","0"," ","0"," ","0"," ","0"," "
"2014/15","S08000028"," ","0-17 years","Female","Total","d","0"," ","0"," ","0"," ","0"," "
"2014/15","S08000028"," ","18-24 years","Male","Total","d","10"," ","1124.86"," ","10"," ","1124.86"," "
"2014/15","S08000028"," ","18-24 years","Female","Total","d","10"," ","1216.55"," ","0"," ","0"," "
"2014/15","S08000028"," ","25-39 years","Male","Total","d","10"," ","497.76"," ","0"," ","0"," "
"2014/15","S08000028"," ","25-39 years","Female","Total","d","10"," ","484.73"," ","0"," ","0"," "
"2014/15","S08000028"," ","40-64 years","Male","Total","d","30"," ","594.41"," ","20"," ","396.28"," "
"2014/15","S08000028"," ","40-64 years","Female","Total","d","20"," ","405.35"," ","20"," ","405.35"," "
"2014/15","S08000028"," ","65plus years","Male","Total","d","20"," ","688.47"," ","10"," ","344.23"," "
"2014/15","S08000028"," ","65plus years","Female","Total","d","20"," ","564.02"," ","10"," ","282.01"," "
"2014/15","S08000029"," ","0-17 years","Male","Total","d","30"," ","80.73"," ","20"," ","53.82"," "
"2014/15","S08000029"," ","0-17 years","Female","Total","d","20"," ","56.76"," ","10"," ","28.38"," "
"2014/15","S08000029"," ","18-24 years","Male","Total","d","80"," ","483.71"," ","40"," ","241.85"," "
"2014/15","S08000029"," ","18-24 years","Female","Total","d","110"," ","647.71"," ","70"," ","412.18"," "
"2014/15","S08000029"," ","25-39 years","Male","Total","d","320"," ","1056.11"," ","190"," ","627.06"," "
"2014/15","S08000029"," ","25-39 years","Female","Total","d","170"," ","523.71"," ","100"," ","308.06"," "
"2014/15","S08000029"," ","40-64 years","Male","Total","d","470"," ","757.14"," ","280"," ","451.06"," "
"2014/15","S08000029"," ","40-64 years","Female","Total","d","390"," ","596.13"," ","230"," ","351.56"," "
"2014/15","S08000029"," ","65plus years","Male","Total","d","400"," ","1256.36"," ","240"," ","753.82"," "
"2014/15","S08000029"," ","65plus years","Female","Total","d","650"," ","1656.52"," ","390"," ","993.91"," "
"2014/15","S08000030"," ","0-17 years","Male","Total","d","20"," ","50.32"," ","20"," ","50.32"," "
"2014/15","S08000030"," ","0-17 years","Female","Total","d","40"," ","105.38"," ","30"," ","79.03"," "
"2014/15","S08000030"," ","18-24 years","Male","Total","d","70"," ","342.5"," ","60"," ","293.57"," "
"2014/15","S08000030"," ","18-24 years","Female","Total","d","100"," ","497.59"," ","70"," ","348.31"," "
"2014/15","S08000030"," ","25-39 years","Male","Total","d","370"," ","1022.3"," ","250"," ","690.74"," "
"2014/15","S08000030"," ","25-39 years","Female","Total","d","220"," ","595.74"," ","150"," ","406.18"," "
"2014/15","S08000030"," ","40-64 years","Male","Total","d","570"," ","845.86"," ","380"," ","563.91"," "
"2014/15","S08000030"," ","40-64 years","Female","Total","d","440"," ","618.84"," ","290"," ","407.87"," "
"2014/15","S08000030"," ","65plus years","Male","Total","d","520"," ","1401.16"," ","310"," ","835.31"," "
"2014/15","S08000030"," ","65plus years","Female","Total","d","680"," ","1451.72"," ","420"," ","896.65"," "
"2014/15","S08000031"," ","0-17 years","Male","Total","d","80"," ","71.95"," ","70"," ","62.95"," "
"2014/15","S08000031"," ","0-17 years","Female","Total","d","90"," ","84.44"," ","70"," ","65.67"," "
"2014/15","S08000031"," ","18-24 years","Male","Total","d","270"," ","459.84"," ","180"," ","306.56"," "
"2014/15","S08000031"," ","18-24 years","Female","Total","d","200"," ","338.42"," ","140"," ","236.89"," "
"2014/15","S08000031"," ","25-39 years","Male","Total","d","1370"," ","1159.87"," ","760"," ","643.43"," "
"2014/15","S08000031"," ","25-39 years","Female","Total","d","720"," ","596.25"," ","440"," ","364.37"," "
"2014/15","S08000031"," ","40-64 years","Male","Total","d","2950"," ","1611.14"," ","1580"," ","862.92"," "
"2014/15","S08000031"," ","40-64 years","Female","Total","d","1520"," ","767.76"," ","940"," ","474.8"," "
"2014/15","S08000031"," ","65plus years","Male","Total","d","1270"," ","1602.52"," ","680"," ","858.04"," "
"2014/15","S08000031"," ","65plus years","Female","Total","d","1540"," ","1428.7"," ","860"," ","797.85"," "
"2014/15","S08000032"," ","0-17 years","Male","Total","d","30"," ","43.83"," ","30"," ","43.83"," "
"2014/15","S08000032"," ","0-17 years","Female","Total","d","60"," ","91.14"," ","40"," ","60.76"," "
"2014/15","S08000032"," ","18-24 years","Male","Total","d","120"," ","427.58"," ","80"," ","285.05"," "
"2014/15","S08000032"," ","18-24 years","Female","Total","d","90"," ","335.48"," ","60"," ","223.66"," "
"2014/15","S08000032"," ","25-39 years","Male","Total","d","600"," ","1041.14"," ","360"," ","624.69"," "
"2014/15","S08000032"," ","25-39 years","Female","Total","d","290"," ","470.66"," ","190"," ","308.37"," "
"2014/15","S08000032"," ","40-64 years","Male","Total","d","1080"," ","960.7"," ","630"," ","560.41"," "
"2014/15","S08000032"," ","40-64 years","Female","Total","d","660"," ","549.53"," ","430"," ","358.03"," "
"2014/15","S08000032"," ","65plus years","Male","Total","d","860"," ","1766.97"," ","420"," ","862.94"," "
"2014/15","S08000032"," ","65plus years","Female","Total","d","1320"," ","2072.34"," ","580"," ","910.58"," "
"2014/15","RA2702"," ","0-17 years","Male","Total","d","0"," "," ",":","0"," "," ",":"
"2014/15","RA2702"," ","0-17 years","Female","Total","d","0"," "," ",":","0"," "," ",":"
"2014/15","RA2702"," ","18-24 years","Male","Total","d","20"," "," ",":","20"," "," ",":"
"2014/15","RA2702"," ","18-24 years","Female","Total","d","20"," "," ",":","10"," "," ",":"
"2014/15","RA2702"," ","25-39 years","Male","Total","d","40"," "," ",":","40"," "," ",":"
"2014/15","RA2702"," ","25-39 years","Female","Total","d","20"," "," ",":","20"," "," ",":"
"2014/15","RA2702"," ","40-64 years","Male","Total","d","70"," "," ",":","60"," "," ",":"
"2014/15","RA2702"," ","40-64 years","Female","Total","d","40"," "," ",":","30"," "," ",":"
"2014/15","RA2702"," ","65plus years","Male","Total","d","20"," "," ",":","10"," "," ",":"
"2014/15","RA2702"," ","65plus years","Female","Total","d","20"," "," ",":","10"," "," ",":"
"2014/15","RA2701"," ","0-17 years","Male","Total","d","0"," "," ",":","0"," "," ",":"
"2014/15","RA2701"," ","0-17 years","Female","Total","d","0"," "," ",":","0"," "," ",":"
"2014/15","RA2701"," ","18-24 years","Male","Total","d","30"," "," ",":","20"," "," ",":"
"2014/15","RA2701"," ","18-24 years","Female","Total","d","0"," "," ",":","0"," "," ",":"
"2014/15","RA2701"," ","25-39 years","Male","Total","d","120"," "," ",":","80"," "," ",":"
"2014/15","RA2701"," ","25-39 years","Female","Total","d","20"," "," ",":","20"," "," ",":"
"2014/15","RA2701"," ","40-64 years","Male","Total","d","110"," "," ",":","80"," "," ",":"
"2014/15","RA2701"," ","40-64 years","Female","Total","d","20"," "," ",":","10"," "," ",":"
"2014/15","RA2701"," ","65plus years","Male","Total","d","10"," "," ",":","10"," "," ",":"
"2014/15","RA2701"," ","65plus years","Female","Total","d","0"," "," ",":","0"," "," ",":"
"2014/15","RA2704"," ","0-17 years","Male","Total","d","0"," "," ",":","0"," "," ",":"
"2014/15","RA2704"," ","0-17 years","Female","Total","d","0"," "," ",":","0"," "," ",":"
"2014/15","RA2704"," ","18-24 years","Male","Total","d","10"," "," ",":","10"," "," ",":"
"2014/15","RA2704"," ","18-24 years","Female","Total","d","10"," "," ",":","10"," "," ",":"
"2014/15","RA2704"," ","25-39 years","Male","Total","d","70"," "," ",":","50"," "," ",":"
"2014/15","RA2704"," ","25-39 years","Female","Total","d","20"," "," ",":","20"," "," ",":"
"2014/15","RA2704"," ","40-64 years","Male","Total","d","50"," "," ",":","40"," "," ",":"
"2014/15","RA2704"," ","40-64 years","Female","Total","d","20"," "," ",":","10"," "," ",":"
"2014/15","RA2704"," ","65plus years","Male","Total","d","20"," "," ",":","10"," "," ",":"
"2014/15","RA2704"," ","65plus years","Female","Total","d","10"," "," ",":","10"," "," ",":"
"2014/15","RA2703"," ","0-17 years","Male","Total","d","0"," "," ",":","0"," "," ",":"
"2014/15","RA2703"," ","0-17 years","Female","Total","d","0"," "," ",":","0"," "," ",":"
"2014/15","RA2703"," ","18-24 years","Male","Total","d","0"," "," ",":","0"," "," ",":"
"2014/15","RA2703"," ","18-24 years","Female","Total","d","0"," "," ",":","0"," "," ",":"
"2014/15","RA2703"," ","25-39 years","Male","Total","d","10"," "," ",":","10"," "," ",":"
"2014/15","RA2703"," ","25-39 years","Female","Total","d","0"," "," ",":","0"," "," ",":"
"2014/15","RA2703"," ","40-64 years","Male","Total","d","10"," "," ",":","10"," "," ",":"
"2014/15","RA2703"," ","40-64 years","Female","Total","d","0"," "," ",":","0"," "," ",":"
"2014/15","RA2703"," ","65plus years","Male","Total","d","0"," "," ",":","0"," "," ",":"
"2014/15","RA2703"," ","65plus years","Female","Total","d","0"," "," ",":","0"," "," ",":"
"2015/16","S08000015"," ","0-17 years","Male","Total","d","40"," ","110.89"," ","30"," ","83.17"," "
"2015/16","S08000015"," ","0-17 years","Female","Total","d","40"," ","115.33"," ","30"," ","86.5"," "
"2015/16","S08000015"," ","18-24 years","Male","Total","d","60"," ","391.59"," ","60"," ","391.59"," "
"2015/16","S08000015"," ","18-24 years","Female","Total","d","50"," ","339.97"," ","40"," ","271.98"," "
"2015/16","S08000015"," ","25-39 years","Male","Total","d","340"," ","1215.02"," ","200"," ","714.72"," "
"2015/16","S08000015"," ","25-39 years","Female","Total","d","210"," ","683.53"," ","120"," ","390.59"," "
"2015/16","S08000015"," ","40-64 years","Male","Total","d","720"," ","1145.91"," ","410"," ","652.53"," "
"2015/16","S08000015"," ","40-64 years","Female","Total","d","410"," ","592.81"," ","240"," ","347.01"," "
"2015/16","S08000015"," ","65plus years","Male","Total","d","320"," ","904.7"," ","200"," ","565.43"," "
"2015/16","S08000015"," ","65plus years","Female","Total","d","360"," ","823.12"," ","220"," ","503.02"," "
"2015/16","S08000016"," ","0-17 years","Male","Total","d","10"," ","91.96"," ","10"," ","91.96"," "
"2015/16","S08000016"," ","0-17 years","Female","Total","d","10"," ","94.22"," ","10"," ","94.22"," "
"2015/16","S08000016"," ","18-24 years","Male","Total","d","20"," ","508.65"," ","10"," ","254.32"," "
"2015/16","S08000016"," ","18-24 years","Female","Total","d","30"," ","772"," ","20"," ","514.67"," "
"2015/16","S08000016"," ","25-39 years","Male","Total","d","100"," ","1325.38"," ","50"," ","662.69"," "
"2015/16","S08000016"," ","25-39 years","Female","Total","d","50"," ","618.51"," ","30"," ","371.1"," "
"2015/16","S08000016"," ","40-64 years","Male","Total","d","130"," ","629.78"," ","80"," ","387.56"," "
"2015/16","S08000016"," ","40-64 years","Female","Total","d","100"," ","460.7"," ","60"," ","276.42"," "
"2015/16","S08000016"," ","65plus years","Male","Total","d","170"," ","1384.36"," ","90"," ","732.9"," "
"2015/16","S08000016"," ","65plus years","Female","Total","d","160"," ","1105.89"," ","90"," ","622.06"," "
"2015/16","S08000017"," ","0-17 years","Male","Total","d","20"," ","144.02"," ","20"," ","144.02"," "
"2015/16","S08000017"," ","0-17 years","Female","Total","d","20"," ","152.13"," ","20"," ","152.13"," "
"2015/16","S08000017"," ","18-24 years","Male","Total","d","20"," ","358.81"," ","20"," ","358.81"," "
"2015/16","S08000017"," ","18-24 years","Female","Total","d","20"," ","371.26"," ","20"," ","371.26"," "
"2015/16","S08000017"," ","25-39 years","Male","Total","d","120"," ","1153.18"," ","60"," ","576.59"," "
"2015/16","S08000017"," ","25-39 years","Female","Total","d","110"," ","987.61"," ","40"," ","359.13"," "
"2015/16","S08000017"," ","40-64 years","Male","Total","d","250"," ","963.17"," ","120"," ","462.32"," "
"2015/16","S08000017"," ","40-64 years","Female","Total","d","360"," ","1293.38"," ","90"," ","323.35"," "
"2015/16","S08000017"," ","65plus years","Male","Total","d","180"," ","1067.11"," ","110"," ","652.12"," "
"2015/16","S08000017"," ","65plus years","Female","Total","d","280"," ","1437.89"," ","140"," ","718.94"," "
"2015/16","S08000019"," ","0-17 years","Male","Total","d","20"," ","65.22"," ","20"," ","65.22"," "
"2015/16","S08000019"," ","0-17 years","Female","Total","d","20"," ","68.28"," ","20"," ","68.28"," "
"2015/16","S08000019"," ","18-24 years","Male","Total","d","80"," ","567.9"," ","60"," ","425.92"," "
"2015/16","S08000019"," ","18-24 years","Female","Total","d","70"," ","512"," ","40"," ","292.57"," "
"2015/16","S08000019"," ","25-39 years","Male","Total","d","320"," ","1244.46"," ","170"," ","661.12"," "
"2015/16","S08000019"," ","25-39 years","Female","Total","d","140"," ","512.5"," ","90"," ","329.47"," "
"2015/16","S08000019"," ","40-64 years","Male","Total","d","440"," ","846.28"," ","260"," ","500.08"," "
"2015/16","S08000019"," ","40-64 years","Female","Total","d","290"," ","531.64"," ","180"," ","329.98"," "
"2015/16","S08000019"," ","65plus years","Male","Total","d","260"," ","1046.07"," ","180"," ","724.2"," "
"2015/16","S08000019"," ","65plus years","Female","Total","d","280"," ","917.76"," ","200"," ","655.54"," "
"2015/16","S08000020"," ","0-17 years","Male","Total","d","20"," ","34.92"," ","20"," ","34.92"," "
"2015/16","S08000020"," ","0-17 years","Female","Total","d","50"," ","92.03"," ","30"," ","55.22"," "
"2015/16","S08000020"," ","18-24 years","Male","Total","d","110"," ","389.99"," ","70"," ","248.17"," "
"2015/16","S08000020"," ","18-24 years","Female","Total","d","130"," ","467.29"," ","80"," ","287.56"," "
"2015/16","S08000020"," ","25-39 years","Male","Total","d","360"," ","573.53"," ","250"," ","398.29"," "
"2015/16","S08000020"," ","25-39 years","Female","Total","d","250"," ","415.09"," ","170"," ","282.26"," "
"2015/16","S08000020"," ","40-64 years","Male","Total","d","700"," ","714.13"," ","430"," ","438.68"," "
"2015/16","S08000020"," ","40-64 years","Female","Total","d","430"," ","435.91"," ","290"," ","293.98"," "
"2015/16","S08000020"," ","65plus years","Male","Total","d","450"," ","988.92"," ","320"," ","703.23"," "
"2015/16","S08000020"," ","65plus years","Female","Total","d","520"," ","945.08"," ","390"," ","708.81"," "
"2015/16","S08000022"," ","0-17 years","Male","Total","d","30"," ","96.19"," ","30"," ","96.19"," "
"2015/16","S08000022"," ","0-17 years","Female","Total","d","50"," ","168.88"," ","30"," ","101.33"," "
"2015/16","S08000022"," ","18-24 years","Male","Total","d","80"," ","626.17"," ","60"," ","469.63"," "
"2015/16","S08000022"," ","18-24 years","Female","Total","d","60"," ","562.75"," ","40"," ","375.16"," "
"2015/16","S08000022"," ","25-39 years","Male","Total","d","300"," ","1175.64"," ","170"," ","666.2"," "
"2015/16","S08000022"," ","25-39 years","Female","Total","d","160"," ","630.91"," ","100"," ","394.32"," "
"2015/16","S08000022"," ","40-64 years","Male","Total","d","650"," ","1159.16"," ","360"," ","642"," "
"2015/16","S08000022"," ","40-64 years","Female","Total","d","360"," ","605.91"," ","230"," ","387.11"," "
"2015/16","S08000022"," ","65plus years","Male","Total","d","370"," ","1152.79"," ","240"," ","747.76"," "
"2015/16","S08000022"," ","65plus years","Female","Total","d","400"," ","1044.25"," ","240"," ","626.55"," "
"2015/16","S08000024"," ","0-17 years","Male","Total","d","60"," ","71.4"," ","40"," ","47.6"," "
"2015/16","S08000024"," ","0-17 years","Female","Total","d","80"," ","99.5"," ","60"," ","74.62"," "
"2015/16","S08000024"," ","18-24 years","Male","Total","d","220"," ","516.33"," ","140"," ","328.58"," "
"2015/16","S08000024"," ","18-24 years","Female","Total","d","140"," ","304.51"," ","100"," ","217.5"," "
"2015/16","S08000024"," ","25-39 years","Male","Total","d","620"," ","645.89"," ","400"," ","416.7"," "
"2015/16","S08000024"," ","25-39 years","Female","Total","d","460"," ","460.29"," ","270"," ","270.17"," "
"2015/16","S08000024"," ","40-64 years","Male","Total","d","1130"," ","818.43"," ","730"," ","528.72"," "
"2015/16","S08000024"," ","40-64 years","Female","Total","d","860"," ","604.96"," ","500"," ","351.72"," "
"2015/16","S08000024"," ","65plus years","Male","Total","d","1090"," ","1790.91"," ","620"," ","1018.68"," "
"2015/16","S08000024"," ","65plus years","Female","Total","d","1540"," ","1980.35"," ","800"," ","1028.75"," "
"2015/16","S08000025"," ","0-17 years","Male","Total","d","0"," ","0"," ","0"," ","0"," "
"2015/16","S08000025"," ","0-17 years","Female","Total","d","0"," ","0"," ","0"," ","0"," "
"2015/16","S08000025"," ","18-24 years","Male","Total","d","10"," ","1175.09"," ","0"," ","0"," "
"2015/16","S08000025"," ","18-24 years","Female","Total","d","0"," ","0"," ","0"," ","0"," "
"2015/16","S08000025"," ","25-39 years","Male","Total","d","10"," ","601.32"," ","10"," ","601.32"," "
"2015/16","S08000025"," ","25-39 years","Female","Total","d","10"," ","578.37"," ","10"," ","578.37"," "
"2015/16","S08000025"," ","40-64 years","Male","Total","d","20"," ","506.46"," ","20"," ","506.46"," "
"2015/16","S08000025"," ","40-64 years","Female","Total","d","30"," ","758.15"," ","20"," ","505.43"," "
"2015/16","S08000025"," ","65plus years","Male","Total","d","10"," ","442.67"," ","0"," ","0"," "
"2015/16","S08000025"," ","65plus years","Female","Total","d","10"," ","391.39"," ","0"," ","0"," "
"2015/16","S08000026"," ","0-17 years","Male","Total","d","0"," ","0"," ","0"," ","0"," "
"2015/16","S08000026"," ","0-17 years","Female","Total","d","0"," ","0"," ","0"," ","0"," "
"2015/16","S08000026"," ","18-24 years","Male","Total","d","0"," ","0"," ","0"," ","0"," "
"2015/16","S08000026"," ","18-24 years","Female","Total","d","10"," ","1169.59"," ","10"," ","1169.59"," "
"2015/16","S08000026"," ","25-39 years","Male","Total","d","10"," ","478.47"," ","10"," ","478.47"," "
"2015/16","S08000026"," ","25-39 years","Female","Total","d","10"," ","500"," ","0"," ","0"," "
"2015/16","S08000026"," ","40-64 years","Male","Total","d","20"," ","482.28"," ","10"," ","241.14"," "
"2015/16","S08000026"," ","40-64 years","Female","Total","d","10"," ","250.82"," ","10"," ","250.82"," "
"2015/16","S08000026"," ","65plus years","Male","Total","d","10"," ","481.93"," ","10"," ","481.93"," "
"2015/16","S08000026"," ","65plus years","Female","Total","d","0"," ","0"," ","0"," ","0"," "
"2015/16","S08000028"," ","0-17 years","Male","Total","d","0"," ","0"," ","0"," ","0"," "
"2015/16","S08000028"," ","0-17 years","Female","Total","d","0"," ","0"," ","0"," ","0"," "
"2015/16","S08000028"," ","18-24 years","Male","Total","d","0"," ","0"," ","0"," ","0"," "
"2015/16","S08000028"," ","18-24 years","Female","Total","d","0"," ","0"," ","0"," ","0"," "
"2015/16","S08000028"," ","25-39 years","Male","Total","d","10"," ","504.8"," ","10"," ","504.8"," "
"2015/16","S08000028"," ","25-39 years","Female","Total","d","10"," ","490.92"," ","10"," ","490.92"," "
"2015/16","S08000028"," ","40-64 years","Male","Total","d","40"," ","805.48"," ","20"," ","402.74"," "
"2015/16","S08000028"," ","40-64 years","Female","Total","d","40"," ","818.83"," ","20"," ","409.42"," "
"2015/16","S08000028"," ","65plus years","Male","Total","d","40"," ","1340.93"," ","20"," ","670.47"," "
"2015/16","S08000028"," ","65plus years","Female","Total","d","30"," ","838.46"," ","20"," ","558.97"," "
"2015/16","S08000029"," ","0-17 years","Male","Total","d","20"," ","53.9"," ","20"," ","53.9"," "
"2015/16","S08000029"," ","0-17 years","Female","Total","d","30"," ","85.16"," ","20"," ","56.78"," "
"2015/16","S08000029"," ","18-24 years","Male","Total","d","100"," ","608.09"," ","70"," ","425.66"," "
"2015/16","S08000029"," ","18-24 years","Female","Total","d","90"," ","527.33"," ","60"," ","351.56"," "
"2015/16","S08000029"," ","25-39 years","Male","Total","d","310"," ","1023.91"," ","190"," ","627.56"," "
"2015/16","S08000029"," ","25-39 years","Female","Total","d","180"," ","551.98"," ","110"," ","337.32"," "
"2015/16","S08000029"," ","40-64 years","Male","Total","d","490"," ","794.06"," ","280"," ","453.75"," "
"2015/16","S08000029"," ","40-64 years","Female","Total","d","400"," ","612.75"," ","240"," ","367.65"," "
"2015/16","S08000029"," ","65plus years","Male","Total","d","500"," ","1537.89"," ","270"," ","830.46"," "
"2015/16","S08000029"," ","65plus years","Female","Total","d","590"," ","1480.55"," ","360"," ","903.39"," "
"2015/16","S08000030"," ","0-17 years","Male","Total","d","40"," ","100.73"," ","30"," ","75.55"," "
"2015/16","S08000030"," ","0-17 years","Female","Total","d","50"," ","132.49"," ","40"," ","105.99"," "
"2015/16","S08000030"," ","18-24 years","Male","Total","d","100"," ","492.08"," ","70"," ","344.45"," "
"2015/16","S08000030"," ","18-24 years","Female","Total","d","90"," ","452.17"," ","60"," ","301.45"," "
"2015/16","S08000030"," ","25-39 years","Male","Total","d","350"," ","947.92"," ","230"," ","622.92"," "
"2015/16","S08000030"," ","25-39 years","Female","Total","d","280"," ","745.41"," ","180"," ","479.19"," "
"2015/16","S08000030"," ","40-64 years","Male","Total","d","630"," ","941.52"," ","400"," ","597.79"," "
"2015/16","S08000030"," ","40-64 years","Female","Total","d","540"," ","763"," ","290"," ","409.76"," "
"2015/16","S08000030"," ","65plus years","Male","Total","d","690"," ","1819.76"," ","360"," ","949.44"," "
"2015/16","S08000030"," ","65plus years","Female","Total","d","740"," ","1565.34"," ","440"," ","930.74"," "
"2015/16","S08000031"," ","0-17 years","Male","Total","d","80"," ","71.84"," ","60"," ","53.88"," "
"2015/16","S08000031"," ","0-17 years","Female","Total","d","90"," ","84.53"," ","80"," ","75.14"," "
"2015/16","S08000031"," ","18-24 years","Male","Total","d","330"," ","563.56"," ","220"," ","375.71"," "
"2015/16","S08000031"," ","18-24 years","Female","Total","d","240"," ","406.84"," ","150"," ","254.28"," "
"2015/16","S08000031"," ","25-39 years","Male","Total","d","1410"," ","1156.3"," ","770"," ","631.45"," "
"2015/16","S08000031"," ","25-39 years","Female","Total","d","810"," ","656.42"," ","490"," ","397.1"," "
"2015/16","S08000031"," ","40-64 years","Male","Total","d","3230"," ","1767.72"," ","1590"," ","870.18"," "
"2015/16","S08000031"," ","40-64 years","Female","Total","d","1810"," ","914.18"," ","1000"," ","505.07"," "
"2015/16","S08000031"," ","65plus years","Male","Total","d","1620"," ","2018.44"," ","780"," ","971.84"," "
"2015/16","S08000031"," ","65plus years","Female","Total","d","1580"," ","1460.33"," ","820"," ","757.89"," "
"2015/16","S08000032"," ","0-17 years","Male","Total","d","50"," ","73.36"," ","40"," ","58.68"," "
"2015/16","S08000032"," ","0-17 years","Female","Total","d","60"," ","91.57"," ","40"," ","61.05"," "
"2015/16","S08000032"," ","18-24 years","Male","Total","d","150"," ","530.52"," ","100"," ","353.68"," "
"2015/16","S08000032"," ","18-24 years","Female","Total","d","80"," ","297.03"," ","50"," ","185.65"," "
"2015/16","S08000032"," ","25-39 years","Male","Total","d","560"," ","974.64"," ","340"," ","591.75"," "
"2015/16","S08000032"," ","25-39 years","Female","Total","d","350"," ","568.7"," ","210"," ","341.22"," "
"2015/16","S08000032"," ","40-64 years","Male","Total","d","1150"," ","1024.29"," ","600"," ","534.41"," "
"2015/16","S08000032"," ","40-64 years","Female","Total","d","680"," ","565.96"," ","400"," ","332.92"," "
"2015/16","S08000032"," ","65plus years","Male","Total","d","940"," ","1886.11"," ","410"," ","822.67"," "
"2015/16","S08000032"," ","65plus years","Female","Total","d","1460"," ","2269.34"," ","580"," ","901.52"," "
"2015/16","RA2702"," ","0-17 years","Male","Total","d","0"," "," ",":","0"," "," ",":"
"2015/16","RA2702"," ","0-17 years","Female","Total","d","0"," "," ",":","0"," "," ",":"
"2015/16","RA2702"," ","18-24 years","Male","Total","d","0"," "," ",":","0"," "," ",":"
"2015/16","RA2702"," ","18-24 years","Female","Total","d","20"," "," ",":","20"," "," ",":"
"2015/16","RA2702"," ","25-39 years","Male","Total","d","50"," "," ",":","40"," "," ",":"
"2015/16","RA2702"," ","25-39 years","Female","Total","d","40"," "," ",":","30"," "," ",":"
"2015/16","RA2702"," ","40-64 years","Male","Total","d","70"," "," ",":","50"," "," ",":"
"2015/16","RA2702"," ","40-64 years","Female","Total","d","30"," "," ",":","20"," "," ",":"
"2015/16","RA2702"," ","65plus years","Male","Total","d","20"," "," ",":","20"," "," ",":"
"2015/16","RA2702"," ","65plus years","Female","Total","d","20"," "," ",":","20"," "," ",":"
"2015/16","RA2701"," ","0-17 years","Male","Total","d","0"," "," ",":","0"," "," ",":"
"2015/16","RA2701"," ","0-17 years","Female","Total","d","0"," "," ",":","0"," "," ",":"
"2015/16","RA2701"," ","18-24 years","Male","Total","d","30"," "," ",":","20"," "," ",":"
"2015/16","RA2701"," ","18-24 years","Female","Total","d","10"," "," ",":","10"," "," ",":"
"2015/16","RA2701"," ","25-39 years","Male","Total","d","90"," "," ",":","60"," "," ",":"
"2015/16","RA2701"," ","25-39 years","Female","Total","d","20"," "," ",":","20"," "," ",":"
"2015/16","RA2701"," ","40-64 years","Male","Total","d","100"," "," ",":","80"," "," ",":"
"2015/16","RA2701"," ","40-64 years","Female","Total","d","20"," "," ",":","20"," "," ",":"
"2015/16","RA2701"," ","65plus years","Male","Total","d","0"," "," ",":","0"," "," ",":"
"2015/16","RA2701"," ","65plus years","Female","Total","d","10"," "," ",":","0"," "," ",":"
"2015/16","RA2704"," ","0-17 years","Male","Total","d","0"," "," ",":","0"," "," ",":"
"2015/16","RA2704"," ","0-17 years","Female","Total","d","0"," "," ",":","0"," "," ",":"
"2015/16","RA2704"," ","18-24 years","Male","Total","d","20"," "," ",":","10"," "," ",":"
"2015/16","RA2704"," ","18-24 years","Female","Total","d","0"," "," ",":","0"," "," ",":"
"2015/16","RA2704"," ","25-39 years","Male","Total","d","70"," "," ",":","40"," "," ",":"
"2015/16","RA2704"," ","25-39 years","Female","Total","d","10"," "," ",":","10"," "," ",":"
"2015/16","RA2704"," ","40-64 years","Male","Total","d","90"," "," ",":","50"," "," ",":"
"2015/16","RA2704"," ","40-64 years","Female","Total","d","20"," "," ",":","20"," "," ",":"
"2015/16","RA2704"," ","65plus years","Male","Total","d","30"," "," ",":","10"," "," ",":"
"2015/16","RA2704"," ","65plus years","Female","Total","d","10"," "," ",":","10"," "," ",":"
"2015/16","RA2703"," ","0-17 years","Male","Total","d","0"," "," ",":","0"," "," ",":"
"2015/16","RA2703"," ","0-17 years","Female","Total","d","0"," "," ",":","0"," "," ",":"
"2015/16","RA2703"," ","18-24 years","Male","Total","d","0"," "," ",":","0"," "," ",":"
"2015/16","RA2703"," ","18-24 years","Female","Total","d","0"," "," ",":","0"," "," ",":"
"2015/16","RA2703"," ","25-39 years","Male","Total","d","10"," "," ",":","10"," "," ",":"
"2015/16","RA2703"," ","25-39 years","Female","Total","d","0"," "," ",":","0"," "," ",":"
"2015/16","RA2703"," ","40-64 years","Male","Total","d","10"," "," ",":","0"," "," ",":"
"2015/16","RA2703"," ","40-64 years","Female","Total","d","10"," "," ",":","10"," "," ",":"
"2015/16","RA2703"," ","65plus years","Male","Total","d","0"," "," ",":","0"," "," ",":"
"2015/16","RA2703"," ","65plus years","Female","Total","d","0"," "," ",":","0"," "," ",":"
"2016/17","S08000015"," ","0-17 years","Male","Total","d","50"," ","139.4"," ","40"," ","111.52"," "
"2016/17","S08000015"," ","0-17 years","Female","Total","d","40"," ","116.23"," ","30"," ","87.17"," "
"2016/17","S08000015"," ","18-24 years","Male","Total","d","60"," ","392.03"," ","50"," ","326.69"," "
