"FinancialYear","HBR","HBRQF","AgeGroup","Sex","Dataset","DatasetQF","DischargeCount","DischargeCountQF","DischargeRates","DischargeRatesQF","PatientsCount","PatientCountQF","PatientsRates","PatientRatesQF"
"1997/98","S08000016"," ","25-39 years","Male","Total","d","90"," ","815.37"," ","60"," ","543.58"," "
"1997/98","S08000016"," ","25-39 years","Female","Total","d","90"," ","800.85"," ","50"," ","444.92"," "
"1997/98","S08000016"," ","40-64 years","Male","Total","d","140"," ","840.29"," ","80"," ","480.16"," "
"1997/98","S08000016"," ","40-64 years","Female","Total","d","110"," ","631.06"," ","70"," ","401.58"," "
"1997/98","S08000016"," ","65plus years","Male","Total","d","170"," ","2080.53"," ","100"," ","1223.84"," "
"1997/98","S08000016"," ","65plus years","Female","Total","d","240"," ","2053.21"," ","180"," ","1539.91"," "
"1997/98","S08000017"," ","0-17 years","Male","Total","d","60"," ","360.36"," ","50"," ","300.3"," "
"1997/98","S08000017"," ","0-17 years","Female","Total","d","40"," ","250.23"," ","30"," ","187.68"," "
"1997/98","S08000017"," ","18-24 years","Male","Total","d","30"," ","607.9"," ","20"," ","405.27"," "
"1997/98","S08000017"," ","18-24 years","Female","Total","d","20"," ","413.31"," ","20"," ","413.31"," "
"1997/98","S08000017"," ","25-39 years","Male","Total","d","120"," ","791.92"," ","90"," ","593.94"," "
"1997/98","S08000017"," ","25-39 years","Female","Total","d","140"," ","895.14"," ","90"," ","575.45"," "
"1997/98","S08000017"," ","40-64 years","Male","Total","d","150"," ","634.6"," ","110"," ","465.37"," "
"1997/98","S08000017"," ","40-64 years","Female","Total","d","200"," ","818.06"," ","130"," ","531.74"," "
"1997/98","S08000017"," ","65plus years","Male","Total","d","140"," ","1225.6"," ","100"," ","875.43"," "
"1997/98","S08000017"," ","65plus years","Female","Total","d","180"," ","1138.52"," ","160"," ","1012.02"," "
"1997/98","S08000019"," ","0-17 years","Male","Total","d","20"," ","62.98"," ","10"," ","31.49"," "
"1997/98","S08000019"," ","0-17 years","Female","Total","d","10"," ","32.7"," ","10"," ","32.7"," "
"1997/98","S08000019"," ","18-24 years","Male","Total","d","120"," ","1001.84"," ","70"," ","584.4"," "
"1997/98","S08000019"," ","18-24 years","Female","Total","d","70"," ","570.17"," ","40"," ","325.81"," "
"1997/98","S08000019"," ","25-39 years","Male","Total","d","290"," ","948.05"," ","190"," ","621.14"," "
"1997/98","S08000019"," ","25-39 years","Female","Total","d","240"," ","752.8"," ","130"," ","407.77"," "
"1997/98","S08000019"," ","40-64 years","Male","Total","d","290"," ","692.67"," ","190"," ","453.82"," "
"1997/98","S08000019"," ","40-64 years","Female","Total","d","250"," ","572.27"," ","170"," ","389.14"," "
"1997/98","S08000019"," ","65plus years","Male","Total","d","220"," ","1326.42"," ","140"," ","844.09"," "
"1997/98","S08000019"," ","65plus years","Female","Total","d","400"," ","1616.29"," ","270"," ","1091"," "
"1997/98","S08000020"," ","0-17 years","Male","Total","d","80"," ","131.45"," ","80"," ","131.45"," "
"1997/98","S08000020"," ","0-17 years","Female","Total","d","60"," ","103.47"," ","60"," ","103.47"," "
"1997/98","S08000020"," ","18-24 years","Male","Total","d","200"," ","783.55"," ","140"," ","548.48"," "
"1997/98","S08000020"," ","18-24 years","Female","Total","d","120"," ","475.96"," ","80"," ","317.31"," "
"1997/98","S08000020"," ","25-39 years","Male","Total","d","390"," ","614.06"," ","290"," ","456.61"," "
"1997/98","S08000020"," ","25-39 years","Female","Total","d","340"," ","551.7"," ","240"," ","389.43"," "
"1997/98","S08000020"," ","40-64 years","Male","Total","d","540"," ","671.97"," ","370"," ","460.42"," "
"1997/98","S08000020"," ","40-64 years","Female","Total","d","460"," ","577.96"," ","320"," ","402.06"," "
"1997/98","S08000020"," ","65plus years","Male","Total","d","480"," ","1567.3"," ","310"," ","1012.21"," "
"1997/98","S08000020"," ","65plus years","Female","Total","d","650"," ","1438.85"," ","500"," ","1106.81"," "
"1997/98","S08000022"," ","0-17 years","Male","Total","d","40"," ","114.07"," ","40"," ","114.07"," "
"1997/98","S08000022"," ","0-17 years","Female","Total","d","50"," ","151.42"," ","40"," ","121.14"," "
"1997/98","S08000022"," ","18-24 years","Male","Total","d","110"," ","961.37"," ","80"," ","699.18"," "
"1997/98","S08000022"," ","18-24 years","Female","Total","d","70"," ","695.83"," ","60"," ","596.42"," "
"1997/98","S08000022"," ","25-39 years","Male","Total","d","360"," ","1126.27"," ","250"," ","782.13"," "
"1997/98","S08000022"," ","25-39 years","Female","Total","d","290"," ","905.66"," ","200"," ","624.59"," "
"1997/98","S08000022"," ","40-64 years","Male","Total","d","620"," ","1284.84"," ","400"," ","828.93"," "
"1997/98","S08000022"," ","40-64 years","Female","Total","d","380"," ","776.62"," ","260"," ","531.37"," "
"1997/98","S08000022"," ","65plus years","Male","Total","d","410"," ","2025.29"," ","250"," ","1234.93"," "
"1997/98","S08000022"," ","65plus years","Female","Total","d","500"," ","1707.88"," ","330"," ","1127.2"," "
"1997/98","S08000024"," ","0-17 years","Male","Total","d","130"," ","156.69"," ","120"," ","144.64"," "
"1997/98","S08000024"," ","0-17 years","Female","Total","d","100"," ","125.81"," ","80"," ","100.65"," "
"1997/98","S08000024"," ","18-24 years","Male","Total","d","240"," ","642.83"," ","180"," ","482.12"," "
"1997/98","S08000024"," ","18-24 years","Female","Total","d","200"," ","523.48"," ","120"," ","314.09"," "
"1997/98","S08000024"," ","25-39 years","Male","Total","d","830"," ","890.19"," ","540"," ","579.16"," "
"1997/98","S08000024"," ","25-39 years","Female","Total","d","930"," ","955.38"," ","530"," ","544.47"," "
"1997/98","S08000024"," ","40-64 years","Male","Total","d","1040"," ","955.85"," ","640"," ","588.21"," "
"1997/98","S08000024"," ","40-64 years","Female","Total","d","840"," ","735.33"," ","530"," ","463.96"," "
"1997/98","S08000024"," ","65plus years","Male","Total","d","810"," ","1818.96"," ","500"," ","1122.81"," "
"1997/98","S08000024"," ","65plus years","Female","Total","d","1320"," ","1923.13"," ","880"," ","1282.09"," "
"1997/98","S08000025"," ","0-17 years","Male","Total","d","0"," ","0"," ","0"," ","0"," "
"1997/98","S08000025"," ","0-17 years","Female","Total","d","0"," ","0"," ","0"," ","0"," "
"1997/98","S08000025"," ","18-24 years","Male","Total","d","0"," ","0"," ","0"," ","0"," "
"1997/98","S08000025"," ","18-24 years","Female","Total","d","0"," ","0"," ","0"," ","0"," "
"1997/98","S08000025"," ","25-39 years","Male","Total","d","10"," ","472.37"," ","10"," ","472.37"," "
"1997/98","S08000025"," ","25-39 years","Female","Total","d","20"," ","988.63"," ","10"," ","494.32"," "
"1997/98","S08000025"," ","40-64 years","Male","Total","d","40"," ","1220.26"," ","20"," ","610.13"," "
"1997/98","S08000025"," ","40-64 years","Female","Total","d","20"," ","621.5"," ","10"," ","310.75"," "
"1997/98","S08000025"," ","65plus years","Male","Total","d","10"," ","746.83"," ","10"," ","746.83"," "
"1997/98","S08000025"," ","65plus years","Female","Total","d","10"," ","544.66"," ","10"," ","544.66"," "
"1997/98","S08000026"," ","0-17 years","Male","Total","d","10"," ","335.12"," ","10"," ","335.12"," "
"1997/98","S08000026"," ","0-17 years","Female","Total","d","0"," ","0"," ","0"," ","0"," "
"1997/98","S08000026"," ","18-24 years","Male","Total","d","10"," ","1011.12"," ","10"," ","1011.12"," "
"1997/98","S08000026"," ","18-24 years","Female","Total","d","0"," ","0"," ","0"," ","0"," "
"1997/98","S08000026"," ","25-39 years","Male","Total","d","30"," ","1118.15"," ","20"," ","745.43"," "
"1997/98","S08000026"," ","25-39 years","Female","Total","d","40"," ","1598.72"," ","20"," ","799.36"," "
"1997/98","S08000026"," ","40-64 years","Male","Total","d","30"," ","811.25"," ","20"," ","540.83"," "
"1997/98","S08000026"," ","40-64 years","Female","Total","d","20"," ","602.05"," ","10"," ","301.02"," "
"1997/98","S08000026"," ","65plus years","Male","Total","d","10"," ","848.18"," ","10"," ","848.18"," "
"1997/98","S08000026"," ","65plus years","Female","Total","d","20"," ","1107.42"," ","20"," ","1107.42"," "
"1997/98","S08000028"," ","0-17 years","Male","Total","d","0"," ","0"," ","0"," ","0"," "
"1997/98","S08000028"," ","0-17 years","Female","Total","d","10"," ","314.56"," ","10"," ","314.56"," "
"1997/98","S08000028"," ","18-24 years","Male","Total","d","10"," ","853.24"," ","10"," ","853.24"," "
"1997/98","S08000028"," ","18-24 years","Female","Total","d","10"," ","1158.75"," ","10"," ","1158.75"," "
"1997/98","S08000028"," ","25-39 years","Male","Total","d","30"," ","1070.28"," ","30"," ","1070.28"," "
"1997/98","S08000028"," ","25-39 years","Female","Total","d","10"," ","376.51"," ","10"," ","376.51"," "
"1997/98","S08000028"," ","40-64 years","Male","Total","d","90"," ","1960.78"," ","60"," ","1307.19"," "
"1997/98","S08000028"," ","40-64 years","Female","Total","d","50"," ","1164.42"," ","40"," ","931.53"," "
"1997/98","S08000028"," ","65plus years","Male","Total","d","40"," ","1909.31"," ","20"," ","954.65"," "
"1997/98","S08000028"," ","65plus years","Female","Total","d","90"," ","2898.55"," ","50"," ","1610.31"," "
"1997/98","S08000029"," ","0-17 years","Male","Total","d","60"," ","148.42"," ","50"," ","123.68"," "
"1997/98","S08000029"," ","0-17 years","Female","Total","d","40"," ","102.44"," ","40"," ","102.44"," "
"1997/98","S08000029"," ","18-24 years","Male","Total","d","130"," ","875.72"," ","90"," ","606.26"," "
"1997/98","S08000029"," ","18-24 years","Female","Total","d","100"," ","689.75"," ","70"," ","482.83"," "
"1997/98","S08000029"," ","25-39 years","Male","Total","d","370"," ","991.37"," ","240"," ","643.05"," "
"1997/98","S08000029"," ","25-39 years","Female","Total","d","270"," ","689.9"," ","170"," ","434.38"," "
"1997/98","S08000029"," ","40-64 years","Male","Total","d","300"," ","580.62"," ","210"," ","406.43"," "
"1997/98","S08000029"," ","40-64 years","Female","Total","d","330"," ","609.31"," ","200"," ","369.28"," "
"1997/98","S08000029"," ","65plus years","Male","Total","d","250"," ","1131.63"," ","170"," ","769.51"," "
"1997/98","S08000029"," ","65plus years","Female","Total","d","370"," ","1109.68"," ","290"," ","869.75"," "
"1997/98","S08000030"," ","0-17 years","Male","Total","d","70"," ","158.17"," ","60"," ","135.58"," "
"1997/98","S08000030"," ","0-17 years","Female","Total","d","90"," ","212.76"," ","70"," ","165.48"," "
"1997/98","S08000030"," ","18-24 years","Male","Total","d","190"," ","1091.83"," ","130"," ","747.04"," "
"1997/98","S08000030"," ","18-24 years","Female","Total","d","140"," ","820.01"," ","70"," ","410"," "
"1997/98","S08000030"," ","25-39 years","Male","Total","d","610"," ","1477.89"," ","370"," ","896.43"," "
"1997/98","S08000030"," ","25-39 years","Female","Total","d","460"," ","1068.18"," ","280"," ","650.2"," "
"1997/98","S08000030"," ","40-64 years","Male","Total","d","520"," ","881.51"," ","370"," ","627.22"," "
"1997/98","S08000030"," ","40-64 years","Female","Total","d","440"," ","711.09"," ","320"," ","517.16"," "
"1997/98","S08000030"," ","65plus years","Male","Total","d","320"," ","1158.79"," ","240"," ","869.09"," "
"1997/98","S08000030"," ","65plus years","Female","Total","d","690"," ","1663.57"," ","520"," ","1253.71"," "
"1997/98","S08000031"," ","0-17 years","Male","Total","d","140"," ","106.49"," ","120"," ","91.28"," "
"1997/98","S08000031"," ","0-17 years","Female","Total","d","150"," ","118.88"," ","130"," ","103.03"," "
"1997/98","S08000031"," ","18-24 years","Male","Total","d","460"," ","924.92"," ","320"," ","643.42"," "
"1997/98","S08000031"," ","18-24 years","Female","Total","d","340"," ","637.62"," ","220"," ","412.58"," "
"1997/98","S08000031"," ","25-39 years","Male","Total","d","1880"," ","1419.32"," ","1220"," ","921.05"," "
"1997/98","S08000031"," ","25-39 years","Female","Total","d","1160"," ","814.87"," ","760"," ","533.88"," "
"1997/98","S08000031"," ","40-64 years","Male","Total","d","2060"," ","1281.18"," ","1410"," ","876.93"," "
"1997/98","S08000031"," ","40-64 years","Female","Total","d","1350"," ","789.94"," ","910"," ","532.48"," "
"1997/98","S08000031"," ","65plus years","Male","Total","d","1290"," ","1891.3"," ","930"," ","1363.5"," "
"1997/98","S08000031"," ","65plus years","Female","Total","d","1950"," ","1774.66"," ","1400"," ","1274.12"," "
"1997/98","S08000032"," ","0-17 years","Male","Total","d","40"," ","52.66"," ","40"," ","52.66"," "
"1997/98","S08000032"," ","0-17 years","Female","Total","d","40"," ","55.47"," ","40"," ","55.47"," "
"1997/98","S08000032"," ","18-24 years","Male","Total","d","200"," ","742.91"," ","130"," ","482.89"," "
"1997/98","S08000032"," ","18-24 years","Female","Total","d","100"," ","374.36"," ","70"," ","262.05"," "
"1997/98","S08000032"," ","25-39 years","Male","Total","d","630"," ","886.64"," ","450"," ","633.31"," "
"1997/98","S08000032"," ","25-39 years","Female","Total","d","380"," ","500.54"," ","270"," ","355.65"," "
"1997/98","S08000032"," ","40-64 years","Male","Total","d","600"," ","650.31"," ","460"," ","498.57"," "
"1997/98","S08000032"," ","40-64 years","Female","Total","d","460"," ","464.92"," ","360"," ","363.85"," "
"1997/98","S08000032"," ","65plus years","Male","Total","d","440"," ","1274.48"," ","300"," ","868.96"," "
"1997/98","S08000032"," ","65plus years","Female","Total","d","770"," ","1465.49"," ","520"," ","989.68"," "
"1997/98","RA2702"," ","0-17 years","Male","Total","d","10"," "," ",":","10"," "," ",":"
"1997/98","RA2702"," ","0-17 years","Female","Total","d","0"," "," ",":","0"," "," ",":"
"1997/98","RA2702"," ","18-24 years","Male","Total","d","20"," "," ",":","20"," "," ",":"
"1997/98","RA2702"," ","18-24 years","Female","Total","d","20"," "," ",":","10"," "," ",":"
"1997/98","RA2702"," ","25-39 years","Male","Total","d","50"," "," ",":","50"," "," ",":"
"1997/98","RA2702"," ","25-39 years","Female","Total","d","30"," "," ",":","20"," "," ",":"
"1997/98","RA2702"," ","40-64 years","Male","Total","d","60"," "," ",":","50"," "," ",":"
"1997/98","RA2702"," ","40-64 years","Female","Total","d","20"," "," ",":","20"," "," ",":"
"1997/98","RA2702"," ","65plus years","Male","Total","d","0"," "," ",":","0"," "," ",":"
"1997/98","RA2702"," ","65plus years","Female","Total","d","10"," "," ",":","10"," "," ",":"
"1997/98","RA2701"," ","0-17 years","Male","Total","d","0"," "," ",":","0"," "," ",":"
"1997/98","RA2701"," ","0-17 years","Female","Total","d","0"," "," ",":","0"," "," ",":"
"1997/98","RA2701"," ","18-24 years","Male","Total","d","60"," "," ",":","50"," "," ",":"
"1997/98","RA2701"," ","18-24 years","Female","Total","d","20"," "," ",":","20"," "," ",":"
"1997/98","RA2701"," ","25-39 years","Male","Total","d","230"," "," ",":","180"," "," ",":"
"1997/98","RA2701"," ","25-39 years","Female","Total","d","50"," "," ",":","40"," "," ",":"
"1997/98","RA2701"," ","40-64 years","Male","Total","d","150"," "," ",":","120"," "," ",":"
"1997/98","RA2701"," ","40-64 years","Female","Total","d","30"," "," ",":","20"," "," ",":"
"1997/98","RA2701"," ","65plus years","Male","Total","d","20"," "," ",":","10"," "," ",":"
"1997/98","RA2701"," ","65plus years","Female","Total","d","10"," "," ",":","10"," "," ",":"
"1997/98","RA2704"," ","0-17 years","Male","Total","d","10"," "," ",":","0"," "," ",":"
"1997/98","RA2704"," ","0-17 years","Female","Total","d","0"," "," ",":","0"," "," ",":"
"1997/98","RA2704"," ","18-24 years","Male","Total","d","10"," "," ",":","10"," "," ",":"
"1997/98","RA2704"," ","18-24 years","Female","Total","d","0"," "," ",":","0"," "," ",":"
"1997/98","RA2704"," ","25-39 years","Male","Total","d","20"," "," ",":","20"," "," ",":"
"1997/98","RA2704"," ","25-39 years","Female","Total","d","10"," "," ",":","10"," "," ",":"
"1997/98","RA2704"," ","40-64 years","Male","Total","d","10"," "," ",":","10"," "," ",":"
"1997/98","RA2704"," ","40-64 years","Female","Total","d","0"," "," ",":","0"," "," ",":"
"1997/98","RA2704"," ","65plus years","Male","Total","d","10"," "," ",":","10"," "," ",":"
"1997/98","RA2704"," ","65plus years","Female","Total","d","20"," "," ",":","20"," "," ",":"
"1997/98","RA2703"," ","0-17 years","Male","Total","d","0"," "," ",":","0"," "," ",":"
"1997/98","RA2703"," ","0-17 years","Female","Total","d","0"," "," ",":","0"," "," ",":"
"1997/98","RA2703"," ","18-24 years","Male","Total","d","10"," "," ",":","10"," "," ",":"
"1997/98","RA2703"," ","18-24 years","Female","Total","d","0"," "," ",":","0"," "," ",":"
"1997/98","RA2703"," ","25-39 years","Male","Total","d","20"," "," ",":","10"," "," ",":"
"1997/98","RA2703"," ","25-39 years","Female","Total","d","0"," "," ",":","0"," "," ",":"
"1997/98","RA2703"," ","40-64 years","Male","Total","d","10"," "," ",":","10"," "," ",":"
