"FinancialYear","HBR","HBRQF","SIMD","Dataset","DatasetQF","DischargeCount","DischargeCountQF","DischargeRates","DischargeRatesQF","PatientsCount","PatientCountQF","PatientsRates","PatientRatesQF","HospitalResidentsCount","HospitalResidentsCountQF","HospitalResidentsRates","HospitalResidentsRatesQF"
"2012/13","S08000025"," ",5,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2012/13","S08000026"," ",1,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2012/13","S08000026"," ",2,"Total","d","10"," ","730.99"," ","10"," ","730.99"," ","0"," ","0"," "
"2012/13","S08000026"," ",3,"Total","d","40"," ","435.97"," ","40"," ","435.97"," ","0"," ","0"," "
"2012/13","S08000026"," ",4,"Total","d","50"," ","454.13"," ","40"," ","363.31"," ","0"," ","0"," "
"2012/13","S08000026"," ",5,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2012/13","S08000030"," ",1,"Total","d","710"," ","966.05"," ","480"," ","653.11"," ","70"," ","95.24"," "
"2012/13","S08000030"," ",2,"Total","d","610"," ","864.39"," ","410"," ","580.98"," ","70"," ","99.19"," "
"2012/13","S08000030"," ",3,"Total","d","440"," ","610.71"," ","300"," ","416.39"," ","40"," ","55.52"," "
"2012/13","S08000030"," ",4,"Total","d","480"," ","389.25"," ","360"," ","291.94"," ","80"," ","64.87"," "
"2012/13","S08000030"," ",5,"Total","d","330"," ","456.29"," ","240"," ","331.84"," ","40"," ","55.31"," "
"2012/13","S08000028"," ",1,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2012/13","S08000028"," ",2,"Total","d","80"," ","674.93"," ","60"," ","506.2"," ","10"," ","84.37"," "
"2012/13","S08000028"," ",3,"Total","d","80"," ","509.33"," ","60"," ","382"," ","10"," ","63.67"," "
"2012/13","S08000028"," ",4,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2012/13","S08000028"," ",5,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2012/13","S92000003","d",1,"Total","d","11960"," ","1111.44"," ","7720"," ","717.42"," ","950"," ","88.28"," "
"2012/13","S92000003","d",2,"Total","d","8840"," ","829.78"," ","5800"," ","544.43"," ","910"," ","85.42"," "
"2012/13","S92000003","d",3,"Total","d","6520"," ","607.14"," ","4300"," ","400.41"," ","780"," ","72.63"," "
"2012/13","S92000003","d",4,"Total","d","4680"," ","440.16"," ","3180"," ","299.08"," ","520"," ","48.91"," "
"2012/13","S92000003","d",5,"Total","d","3630"," ","350.71"," ","2420"," ","233.81"," ","410"," ","39.61"," "
"2013/14","S08000015"," ",1,"Total","d","1050"," ","997.98"," ","700"," ","665.32"," ","100"," ","95.05"," "
"2013/14","S08000015"," ",2,"Total","d","720"," ","697.55"," ","470"," ","455.34"," ","40"," ","38.75"," "
"2013/14","S08000015"," ",3,"Total","d","250"," ","434.84"," ","170"," ","295.69"," ","60"," ","104.36"," "
"2013/14","S08000015"," ",4,"Total","d","170"," ","293.77"," ","130"," ","224.65"," ","10"," ","17.28"," "
"2013/14","S08000015"," ",5,"Total","d","160"," ","330.47"," ","110"," ","227.2"," ","10"," ","20.65"," "
"2013/14","S08000016"," ",1,"Total","d","60"," ","924.07"," ","40"," ","616.05"," ","0"," ","0"," "
"2013/14","S08000016"," ",2,"Total","d","210"," ","1199.59"," ","120"," ","685.48"," ","10"," ","57.12"," "
"2013/14","S08000016"," ",3,"Total","d","240"," ","695.89"," ","160"," ","463.93"," ","20"," ","57.99"," "
"2013/14","S08000016"," ",4,"Total","d","250"," ","518.58"," ","180"," ","373.37"," ","30"," ","62.23"," "
"2013/14","S08000016"," ",5,"Total","d","20"," ","278.78"," ","20"," ","278.78"," ","0"," ","0"," "
"2013/14","S08000017"," ",1,"Total","d","170"," ","1475.57"," ","100"," ","867.98"," ","10"," ","86.8"," "
"2013/14","S08000017"," ",2,"Total","d","310"," ","897.82"," ","180"," ","521.32"," ","20"," ","57.92"," "
"2013/14","S08000017"," ",3,"Total","d","400"," ","692.38"," ","200"," ","346.19"," ","20"," ","34.62"," "
"2013/14","S08000017"," ",4,"Total","d","290"," ","811.64"," ","140"," ","391.83"," ","20"," ","55.98"," "
"2013/14","S08000017"," ",5,"Total","d","100"," ","932.92"," ","30"," ","279.88"," ","0"," ","0"," "
"2013/14","S08000029"," ",1,"Total","d","850"," ","1259.8"," ","500"," ","741.06"," ","40"," ","59.28"," "
"2013/14","S08000029"," ",2,"Total","d","800"," ","981.93"," ","470"," ","576.89"," ","60"," ","73.64"," "
"2013/14","S08000029"," ",3,"Total","d","480"," ","653.99"," ","300"," ","408.74"," ","70"," ","95.37"," "
"2013/14","S08000029"," ",4,"Total","d","350"," ","514.44"," ","220"," ","323.36"," ","30"," ","44.09"," "
"2013/14","S08000029"," ",5,"Total","d","320"," ","418.1"," ","190"," ","248.25"," ","30"," ","39.2"," "
"2013/14","S08000019"," ",1,"Total","d","420"," ","917.67"," ","290"," ","633.63"," ","20"," ","43.7"," "
"2013/14","S08000019"," ",2,"Total","d","470"," ","667.82"," ","320"," ","454.69"," ","50"," ","71.04"," "
"2013/14","S08000019"," ",3,"Total","d","280"," ","489.11"," ","180"," ","314.43"," ","20"," ","34.94"," "
"2013/14","S08000019"," ",4,"Total","d","240"," ","368.33"," ","170"," ","260.9"," ","30"," ","46.04"," "
"2013/14","S08000019"," ",5,"Total","d","170"," ","278.1"," ","120"," ","196.31"," ","40"," ","65.44"," "
"2013/14","S08000020"," ",1,"Total","d","380"," ","1043.55"," ","260"," ","714.01"," ","50"," ","137.31"," "
"2013/14","S08000020"," ",2,"Total","d","640"," ","864.26"," ","420"," ","567.17"," ","60"," ","81.02"," "
"2013/14","S08000020"," ",3,"Total","d","800"," ","626.39"," ","520"," ","407.15"," ","60"," ","46.98"," "
"2013/14","S08000020"," ",4,"Total","d","620"," ","398.89"," ","430"," ","276.65"," ","70"," ","45.04"," "
"2013/14","S08000020"," ",5,"Total","d","690"," ","371.75"," ","490"," ","264"," ","70"," ","37.71"," "
"2013/14","S08000031"," ",1,"Total","d","5300"," ","1254.81"," ","3250"," ","769.46"," ","420"," ","99.44"," "
"2013/14","S08000031"," ",2,"Total","d","1610"," ","814.13"," ","1020"," ","515.79"," ","220"," ","111.25"," "
"2013/14","S08000031"," ",3,"Total","d","990"," ","626.55"," ","600"," ","379.73"," ","150"," ","94.93"," "
"2013/14","S08000031"," ",4,"Total","d","660"," ","430.88"," ","440"," ","287.26"," ","110"," ","71.81"," "
"2013/14","S08000031"," ",5,"Total","d","690"," ","333.95"," ","430"," ","208.11"," ","70"," ","33.88"," "
"2013/14","S08000022"," ",1,"Total","d","390"," ","1418.9"," ","260"," ","945.94"," ","30"," ","109.15"," "
"2013/14","S08000022"," ",2,"Total","d","630"," ","1012.58"," ","420"," ","675.06"," ","40"," ","64.29"," "
"2013/14","S08000022"," ",3,"Total","d","620"," ","584.88"," ","450"," ","424.51"," ","50"," ","47.17"," "
"2013/14","S08000022"," ",4,"Total","d","520"," ","540.34"," ","380"," ","394.87"," ","50"," ","51.96"," "
"2013/14","S08000022"," ",5,"Total","d","130"," ","447.4"," ","80"," ","275.32"," ","10"," ","34.42"," "
"2013/14","S08000032"," ",1,"Total","d","1870"," ","1087.91"," ","1140"," ","663.22"," ","100"," ","58.18"," "
"2013/14","S08000032"," ",2,"Total","d","1480"," ","869.44"," ","830"," ","487.59"," ","130"," ","76.37"," "
"2013/14","S08000032"," ",3,"Total","d","920"," ","653.79"," ","540"," ","383.75"," ","140"," ","99.49"," "
"2013/14","S08000032"," ",4,"Total","d","360"," ","389.7"," ","210"," ","227.32"," ","20"," ","21.65"," "
"2013/14","S08000032"," ",5,"Total","d","240"," ","310.2"," ","140"," ","180.95"," ","20"," ","25.85"," "
"2013/14","S08000024"," ",1,"Total","d","1020"," ","950.44"," ","690"," ","642.94"," ","80"," ","74.54"," "
"2013/14","S08000024"," ",2,"Total","d","1540"," ","929.43"," ","1000"," ","603.53"," ","120"," ","72.42"," "
"2013/14","S08000024"," ",3,"Total","d","1040"," ","642.09"," ","700"," ","432.18"," ","210"," ","129.65"," "
"2013/14","S08000024"," ",4,"Total","d","880"," ","587.14"," ","580"," ","386.98"," ","70"," ","46.7"," "
"2013/14","S08000024"," ",5,"Total","d","1020"," ","385.14"," ","630"," ","237.88"," ","100"," ","37.76"," "
"2013/14","S08000025"," ",1,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2013/14","S08000025"," ",2,"Total","d","40"," ","887.71"," ","30"," ","665.78"," ","0"," ","0"," "
"2013/14","S08000025"," ",3,"Total","d","20"," ","478.81"," ","10"," ","239.41"," ","0"," ","0"," "
"2013/14","S08000025"," ",4,"Total","d","40"," ","328.52"," ","30"," ","246.39"," ","0"," ","0"," "
"2013/14","S08000025"," ",5,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2013/14","S08000026"," ",1,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2013/14","S08000026"," ",2,"Total","d","10"," ","761.61"," ","10"," ","761.61"," ","0"," ","0"," "
"2013/14","S08000026"," ",3,"Total","d","50"," ","547.77"," ","30"," ","328.66"," ","0"," ","0"," "
"2013/14","S08000026"," ",4,"Total","d","60"," ","541.71"," ","40"," ","361.14"," ","0"," ","0"," "
"2013/14","S08000026"," ",5,"Total","d","10"," ","594.18"," ","10"," ","594.18"," ","0"," ","0"," "
"2013/14","S08000030"," ",1,"Total","d","740"," ","1001.69"," ","510"," ","690.36"," ","80"," ","108.29"," "
"2013/14","S08000030"," ",2,"Total","d","630"," ","887.97"," ","450"," ","634.27"," ","60"," ","84.57"," "
"2013/14","S08000030"," ",3,"Total","d","460"," ","643.45"," ","310"," ","433.63"," ","50"," ","69.94"," "
"2013/14","S08000030"," ",4,"Total","d","560"," ","452.51"," ","390"," ","315.14"," ","70"," ","56.56"," "
"2013/14","S08000030"," ",5,"Total","d","340"," ","471.62"," ","230"," ","319.04"," ","20"," ","27.74"," "
"2013/14","S08000028"," ",1,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2013/14","S08000028"," ",2,"Total","d","80"," ","681.37"," ","50"," ","425.86"," ","10"," ","85.17"," "
"2013/14","S08000028"," ",3,"Total","d","90"," ","574.75"," ","60"," ","383.17"," ","10"," ","63.86"," "
"2013/14","S08000028"," ",4,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2013/14","S08000028"," ",5,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2013/14","S92000003","d",1,"Total","d","12260"," ","1139.59"," ","7720"," ","717.59"," ","940"," ","87.37"," "
"2013/14","S92000003","d",2,"Total","d","9160"," ","859.65"," ","5780"," ","542.44"," ","830"," ","77.89"," "
"2013/14","S92000003","d",3,"Total","d","6660"," ","619.38"," ","4230"," ","393.39"," ","870"," ","80.91"," "
"2013/14","S92000003","d",4,"Total","d","5000"," ","467.68"," ","3330"," ","311.48"," ","520"," ","48.64"," "
"2013/14","S92000003","d",5,"Total","d","3870"," ","371.42"," ","2480"," ","238.02"," ","390"," ","37.43"," "
"2014/15","S08000015"," ",1,"Total","d","1170"," ","1022.97"," ","700"," ","612.03"," ","80"," ","69.95"," "
"2014/15","S08000015"," ",2,"Total","d","600"," ","666.61"," ","380"," ","422.19"," ","100"," ","111.1"," "
"2014/15","S08000015"," ",3,"Total","d","290"," ","454.4"," ","190"," ","297.71"," ","10"," ","15.67"," "
"2014/15","S08000015"," ",4,"Total","d","180"," ","339.78"," ","130"," ","245.39"," ","10"," ","18.88"," "
"2014/15","S08000015"," ",5,"Total","d","140"," ","280.21"," ","100"," ","200.15"," ","10"," ","20.01"," "
"2014/15","S08000016"," ",1,"Total","d","60"," ","911.44"," ","40"," ","607.63"," ","0"," ","0"," "
"2014/15","S08000016"," ",2,"Total","d","220"," ","1202.51"," ","130"," ","710.58"," ","10"," ","54.66"," "
"2014/15","S08000016"," ",3,"Total","d","240"," ","629.62"," ","150"," ","393.51"," ","20"," ","52.47"," "
"2014/15","S08000016"," ",4,"Total","d","210"," ","525.03"," ","140"," ","350.02"," ","20"," ","50"," "
"2014/15","S08000016"," ",5,"Total","d","40"," ","362.12"," ","30"," ","271.59"," ","0"," ","0"," "
"2014/15","S08000017"," ",1,"Total","d","170"," ","1359.56"," ","100"," ","799.74"," ","10"," ","79.97"," "
"2014/15","S08000017"," ",2,"Total","d","420"," ","999.9"," ","200"," ","476.15"," ","20"," ","47.61"," "
"2014/15","S08000017"," ",3,"Total","d","420"," ","757.93"," ","200"," ","360.92"," ","40"," ","72.18"," "
"2014/15","S08000017"," ",4,"Total","d","150"," ","558.04"," ","80"," ","297.62"," ","10"," ","37.2"," "
"2014/15","S08000017"," ",5,"Total","d","110"," ","835.99"," ","40"," ","304"," ","10"," ","76"," "
"2014/15","S08000029"," ",1,"Total","d","820"," ","1106.51"," ","480"," ","647.71"," ","50"," ","67.47"," "
"2014/15","S08000029"," ",2,"Total","d","730"," ","985.46"," ","440"," ","593.98"," ","80"," ","108"," "
"2014/15","S08000029"," ",3,"Total","d","480"," ","605.07"," ","300"," ","378.17"," ","40"," ","50.42"," "
"2014/15","S08000029"," ",4,"Total","d","340"," ","544.13"," ","200"," ","320.08"," ","30"," ","48.01"," "
"2014/15","S08000029"," ",5,"Total","d","280"," ","362.45"," ","190"," ","245.95"," ","20"," ","25.89"," "
"2014/15","S08000019"," ",1,"Total","d","500"," ","1046.29"," ","320"," ","669.62"," ","30"," ","62.78"," "
"2014/15","S08000019"," ",2,"Total","d","560"," ","777.62"," ","350"," ","486.01"," ","40"," ","55.54"," "
"2014/15","S08000019"," ",3,"Total","d","280"," ","524.51"," ","190"," ","355.92"," ","20"," ","37.47"," "
"2014/15","S08000019"," ",4,"Total","d","250"," ","388.28"," ","170"," ","264.03"," ","20"," ","31.06"," "
"2014/15","S08000019"," ",5,"Total","d","200"," ","318.33"," ","140"," ","222.83"," ","50"," ","79.58"," "
"2014/15","S08000020"," ",1,"Total","d","270"," ","1041.39"," ","180"," ","694.26"," ","20"," ","77.14"," "
"2014/15","S08000020"," ",2,"Total","d","590"," ","714.59"," ","380"," ","460.24"," ","50"," ","60.56"," "
"2014/15","S08000020"," ",3,"Total","d","650"," ","576.8"," ","430"," ","381.57"," ","80"," ","70.99"," "
"2014/15","S08000020"," ",4,"Total","d","610"," ","364.67"," ","440"," ","263.04"," ","60"," ","35.87"," "
"2014/15","S08000020"," ",5,"Total","d","650"," ","332.04"," ","450"," ","229.87"," ","80"," ","40.87"," "
"2014/15","S08000031"," ",1,"Total","d","5890"," ","1424.7"," ","3330"," ","805.48"," ","460"," ","111.27"," "
"2014/15","S08000031"," ",2,"Total","d","1720"," ","856.58"," ","1000"," ","498.01"," ","130"," ","64.74"," "
"2014/15","S08000031"," ",3,"Total","d","950"," ","605.72"," ","580"," ","369.81"," ","90"," ","57.38"," "
"2014/15","S08000031"," ",4,"Total","d","790"," ","504.82"," ","500"," ","319.51"," ","190"," ","121.41"," "
"2014/15","S08000031"," ",5,"Total","d","670"," ","311.56"," ","390"," ","181.36"," ","70"," ","32.55"," "
"2014/15","S08000022"," ",1,"Total","d","380"," ","1622.06"," ","250"," ","1067.14"," ","20"," ","85.37"," "
"2014/15","S08000022"," ",2,"Total","d","620"," ","1042.49"," ","390"," ","655.76"," ","60"," ","100.89"," "
"2014/15","S08000022"," ",3,"Total","d","750"," ","683.09"," ","490"," ","446.29"," ","50"," ","45.54"," "
"2014/15","S08000022"," ",4,"Total","d","540"," ","553.17"," ","340"," ","348.29"," ","40"," ","40.98"," "
"2014/15","S08000022"," ",5,"Total","d","160"," ","526.04"," ","80"," ","263.02"," ","10"," ","32.88"," "
"2014/15","S08000032"," ",1,"Total","d","2120"," ","1237.13"," ","1170"," ","682.76"," ","100"," ","58.36"," "
"2014/15","S08000032"," ",2,"Total","d","1550"," ","870.78"," ","860"," ","483.14"," ","100"," ","56.18"," "
"2014/15","S08000032"," ",3,"Total","d","760"," ","626.87"," ","450"," ","371.17"," ","170"," ","140.22"," "
"2014/15","S08000032"," ",4,"Total","d","410"," ","379.87"," ","230"," ","213.1"," ","20"," ","18.53"," "
"2014/15","S08000032"," ",5,"Total","d","290"," ","387.88"," ","160"," ","214"," ","20"," ","26.75"," "
"2014/15","S08000024"," ",1,"Total","d","1250"," ","1137.16"," ","790"," ","718.68"," ","100"," ","90.97"," "
"2014/15","S08000024"," ",2,"Total","d","1700"," ","966.09"," ","980"," ","556.92"," ","110"," ","62.51"," "
"2014/15","S08000024"," ",3,"Total","d","1180"," ","771.87"," ","730"," ","477.51"," ","170"," ","111.2"," "
"2014/15","S08000024"," ",4,"Total","d","830"," ","544.79"," ","500"," ","328.19"," ","80"," ","52.51"," "
"2014/15","S08000024"," ",5,"Total","d","1070"," ","400.75"," ","620"," ","232.21"," ","150"," ","56.18"," "
"2014/15","S08000025"," ",1,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2014/15","S08000025"," ",2,"Total","d","30"," ","956.94"," ","20"," ","637.96"," ","0"," ","0"," "
"2014/15","S08000025"," ",3,"Total","d","50"," ","746.49"," ","30"," ","447.89"," ","0"," ","0"," "
"2014/15","S08000025"," ",4,"Total","d","40"," ","392.23"," ","30"," ","294.18"," ","0"," ","0"," "
"2014/15","S08000025"," ",5,"Total","d","10"," ","645.58"," ","0"," ","0"," ","0"," ","0"," "
"2014/15","S08000026"," ",1,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2014/15","S08000026"," ",2,"Total","d","10"," ","1369.86"," ","0"," ","0"," ","0"," ","0"," "
"2014/15","S08000026"," ",3,"Total","d","60"," ","802.03"," ","30"," ","401.02"," ","0"," ","0"," "
"2014/15","S08000026"," ",4,"Total","d","70"," ","466.39"," ","40"," ","266.51"," ","0"," ","0"," "
"2014/15","S08000026"," ",5,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2014/15","S08000030"," ",1,"Total","d","770"," ","1097.99"," ","540"," ","770.02"," ","80"," ","114.08"," "
"2014/15","S08000030"," ",2,"Total","d","670"," ","1009.2"," ","440"," ","662.76"," ","70"," ","105.44"," "
"2014/15","S08000030"," ",3,"Total","d","660"," ","715.97"," ","420"," ","455.62"," ","60"," ","65.09"," "
"2014/15","S08000030"," ",4,"Total","d","630"," ","547.79"," ","420"," ","365.2"," ","50"," ","43.48"," "
"2014/15","S08000030"," ",5,"Total","d","310"," ","442.26"," ","180"," ","256.8"," ","30"," ","42.8"," "
"2014/15","S08000028"," ",1,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2014/15","S08000028"," ",2,"Total","d","50"," ","769.7"," ","30"," ","461.82"," ","0"," ","0"," "
"2014/15","S08000028"," ",3,"Total","d","80"," ","416.99"," ","60"," ","312.74"," ","20"," ","104.25"," "
"2014/15","S08000028"," ",4,"Total","d","10"," ","637.35"," ","0"," ","0"," ","0"," ","0"," "
"2014/15","S08000028"," ",5,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2014/15","S92000003","d",1,"Total","d","13400"," ","1252.87"," ","7910"," ","739.57"," ","960"," ","89.76"," "
"2014/15","S92000003","d",2,"Total","d","9440"," ","882.28"," ","5590"," ","522.45"," ","770"," ","71.97"," "
"2014/15","S92000003","d",3,"Total","d","6850"," ","640.76"," ","4270"," ","399.42"," ","780"," ","72.96"," "
"2014/15","S92000003","d",4,"Total","d","5060"," ","472.82"," ","3210"," ","299.95"," ","540"," ","50.46"," "
"2014/15","S92000003","d",5,"Total","d","3920"," ","366.74"," ","2390"," ","223.6"," ","440"," ","41.16"," "
"2015/16","S08000015"," ",1,"Total","d","1190"," ","1043.3"," ","700"," ","613.71"," ","90"," ","78.91"," "
"2015/16","S08000015"," ",2,"Total","d","670"," ","745.18"," ","440"," ","489.37"," ","80"," ","88.98"," "
"2015/16","S08000015"," ",3,"Total","d","340"," ","533.96"," ","210"," ","329.8"," ","10"," ","15.7"," "
"2015/16","S08000015"," ",4,"Total","d","190"," ","357.82"," ","120"," ","225.99"," ","10"," ","18.83"," "
"2015/16","S08000015"," ",5,"Total","d","160"," ","321"," ","100"," ","200.63"," ","10"," ","20.06"," "
"2015/16","S08000016"," ",1,"Total","d","60"," ","915.61"," ","40"," ","610.41"," ","0"," ","0"," "
"2015/16","S08000016"," ",2,"Total","d","220"," ","1213.53"," ","120"," ","661.92"," ","10"," ","55.16"," "
"2015/16","S08000016"," ",3,"Total","d","270"," ","710.02"," ","160"," ","420.75"," ","20"," ","52.59"," "
"2015/16","S08000016"," ",4,"Total","d","200"," ","495.64"," ","120"," ","297.38"," ","20"," ","49.56"," "
"2015/16","S08000016"," ",5,"Total","d","40"," ","364.66"," ","30"," ","273.5"," ","0"," ","0"," "
"2015/16","S08000017"," ",1,"Total","d","140"," ","1116.25"," ","90"," ","717.59"," ","0"," ","0"," "
"2015/16","S08000017"," ",2,"Total","d","460"," ","1102.51"," ","170"," ","407.45"," ","10"," ","23.97"," "
"2015/16","S08000017"," ",3,"Total","d","480"," ","868.67"," ","220"," ","398.14"," ","30"," ","54.29"," "
"2015/16","S08000017"," ",4,"Total","d","160"," ","597.71"," ","90"," ","336.21"," ","10"," ","37.36"," "
"2015/16","S08000017"," ",5,"Total","d","140"," ","1046.42"," ","40"," ","298.98"," ","0"," ","0"," "
"2015/16","S08000029"," ",1,"Total","d","760"," ","1024.6"," ","460"," ","620.16"," ","50"," ","67.41"," "
"2015/16","S08000029"," ",2,"Total","d","790"," ","1065.29"," ","450"," ","606.81"," ","80"," ","107.88"," "
"2015/16","S08000029"," ",3,"Total","d","530"," ","670"," ","340"," ","429.81"," ","30"," ","37.92"," "
"2015/16","S08000029"," ",4,"Total","d","340"," ","541.23"," ","210"," ","334.29"," ","20"," ","31.84"," "
"2015/16","S08000029"," ",5,"Total","d","300"," ","385.49"," ","190"," ","244.14"," ","20"," ","25.7"," "
"2015/16","S08000019"," ",1,"Total","d","580"," ","1205.02"," ","340"," ","706.39"," ","30"," ","62.33"," "
"2015/16","S08000019"," ",2,"Total","d","520"," ","719.83"," ","340"," ","470.66"," ","40"," ","55.37"," "
"2015/16","S08000019"," ",3,"Total","d","340"," ","635.05"," ","220"," ","410.92"," ","30"," ","56.03"," "
"2015/16","S08000019"," ",4,"Total","d","260"," ","401.5"," ","170"," ","262.52"," ","20"," ","30.88"," "
"2015/16","S08000019"," ",5,"Total","d","230"," ","359.47"," ","160"," ","250.07"," ","50"," ","78.15"," "
"2015/16","S08000020"," ",1,"Total","d","300"," ","1145.17"," ","190"," ","725.27"," ","30"," ","114.52"," "
"2015/16","S08000020"," ",2,"Total","d","690"," ","832.06"," ","470"," ","566.76"," ","60"," ","72.35"," "
"2015/16","S08000020"," ",3,"Total","d","680"," ","599.72"," ","470"," ","414.51"," ","80"," ","70.55"," "
"2015/16","S08000020"," ",4,"Total","d","660"," ","391.06"," ","470"," ","278.48"," ","60"," ","35.55"," "
"2015/16","S08000020"," ",5,"Total","d","690"," ","351.08"," ","470"," ","239.14"," ","70"," ","35.62"," "
"2015/16","S08000031"," ",1,"Total","d","6450"," ","1551.5"," ","3450"," ","829.87"," ","500"," ","120.27"," "
"2015/16","S08000031"," ",2,"Total","d","1860"," ","920.68"," ","1000"," ","494.99"," ","120"," ","59.4"," "
"2015/16","S08000031"," ",3,"Total","d","1130"," ","717.09"," ","610"," ","387.1"," ","90"," ","57.11"," "
"2015/16","S08000031"," ",4,"Total","d","920"," ","584.59"," ","530"," ","336.78"," ","200"," ","127.08"," "
"2015/16","S08000031"," ",5,"Total","d","860"," ","395.98"," ","460"," ","211.8"," ","60"," ","27.63"," "
"2015/16","S08000022"," ",1,"Total","d","410"," ","1761.77"," ","230"," ","988.31"," ","20"," ","85.94"," "
"2015/16","S08000022"," ",2,"Total","d","680"," ","1144.76"," ","420"," ","707.06"," ","50"," ","84.17"," "
"2015/16","S08000022"," ",3,"Total","d","730"," ","665.98"," ","470"," ","428.78"," ","60"," ","54.74"," "
"2015/16","S08000022"," ",4,"Total","d","550"," ","559.55"," ","340"," ","345.9"," ","50"," ","50.87"," "
"2015/16","S08000022"," ",5,"Total","d","110"," ","361.59"," ","70"," ","230.1"," ","10"," ","32.87"," "
"2015/16","S08000032"," ",1,"Total","d","2090"," ","1221.54"," ","1070"," ","625.38"," ","90"," ","52.6"," "
"2015/16","S08000032"," ",2,"Total","d","1710"," ","962.06"," ","890"," ","500.72"," ","110"," ","61.89"," "
"2015/16","S08000032"," ",3,"Total","d","880"," ","722.24"," ","480"," ","393.95"," ","150"," ","123.11"," "
"2015/16","S08000032"," ",4,"Total","d","470"," ","431.3"," ","250"," ","229.41"," ","20"," ","18.35"," "
"2015/16","S08000032"," ",5,"Total","d","320"," ","427.62"," ","160"," ","213.81"," ","10"," ","13.36"," "
"2015/16","S08000024"," ",1,"Total","d","1310"," ","1175.56"," ","790"," ","708.93"," ","90"," ","80.76"," "
"2015/16","S08000024"," ",2,"Total","d","1730"," ","970.05"," ","1010"," ","566.33"," ","110"," ","61.68"," "
"2015/16","S08000024"," ",3,"Total","d","1220"," ","789.86"," ","750"," ","485.57"," ","180"," ","116.54"," "
"2015/16","S08000024"," ",4,"Total","d","790"," ","510.22"," ","480"," ","310.01"," ","80"," ","51.67"," "
"2015/16","S08000024"," ",5,"Total","d","1160"," ","431.66"," ","680"," ","253.04"," ","110"," ","40.93"," "
"2015/16","S08000025"," ",1,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2015/16","S08000025"," ",2,"Total","d","20"," ","657.25"," ","20"," ","657.25"," ","0"," ","0"," "
"2015/16","S08000025"," ",3,"Total","d","40"," ","593.38"," ","20"," ","296.69"," ","0"," ","0"," "
"2015/16","S08000025"," ",4,"Total","d","30"," ","292.34"," ","20"," ","194.89"," ","0"," ","0"," "
"2015/16","S08000025"," ",5,"Total","d","10"," ","615.76"," ","10"," ","615.76"," ","0"," ","0"," "
"2015/16","S08000026"," ",1,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2015/16","S08000026"," ",2,"Total","d","10"," ","1369.86"," ","10"," ","1369.86"," ","0"," ","0"," "
"2015/16","S08000026"," ",3,"Total","d","30"," ","402.58"," ","20"," ","268.38"," ","0"," ","0"," "
"2015/16","S08000026"," ",4,"Total","d","40"," ","266.35"," ","30"," ","199.76"," ","0"," ","0"," "
"2015/16","S08000026"," ",5,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2015/16","S08000030"," ",1,"Total","d","920"," ","1309.76"," ","590"," ","839.95"," ","60"," ","85.42"," "
"2015/16","S08000030"," ",2,"Total","d","750"," ","1128.55"," ","480"," ","722.27"," ","60"," ","90.28"," "
"2015/16","S08000030"," ",3,"Total","d","760"," ","823.73"," ","460"," ","498.57"," ","70"," ","75.87"," "
"2015/16","S08000030"," ",4,"Total","d","730"," ","631.62"," ","410"," ","354.74"," ","70"," ","60.57"," "
"2015/16","S08000030"," ",5,"Total","d","340"," ","482.26"," ","200"," ","283.68"," ","20"," ","28.37"," "
"2015/16","S08000028"," ",1,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
"2015/16","S08000028"," ",2,"Total","d","50"," ","783.45"," ","30"," ","470.07"," ","0"," ","0"," "
"2015/16","S08000028"," ",3,"Total","d","110"," ","575.95"," ","70"," ","366.51"," ","10"," ","52.36"," "
"2015/16","S08000028"," ",4,"Total","d","10"," ","629.33"," ","10"," ","629.33"," ","0"," ","0"," "
"2015/16","S08000028"," ",5,"Total","d","0"," ","0"," ","0"," ","0"," ","0"," ","0"," "
